188.6
168.7
181.4
184.9
168.9
181.4
147.7
175.9
181.4
157.8
216.1
154.6
166.7
183
156.9
155
159.5
186
152.3
169.1
173
165.1
160.8
163.8
171.2
189.2
179
159.4
181.7
174
