180.5
176.9
167.5
181.1
177.7
155.7
174
172
186.1
182.6
179.5
184.2
169.9
173.1
165.7
166.8
169.5
158.8
170.5
147.3
187.9
166.2
159
168.4
174.9
166.1
162
186.5
158.2
170.9
156.6
177.7
